Symbol,Name
TLV:ALGS,ALON GAS
TLV:ARYT,ARYT
TLV:AVIA,AVIATION LINKS
TLV:BCNV,BRACK CAPIT N V
TLV:BIGT,BIG-TECH 50 PU
TLV:BIMT,BIOMEAT FOOD PU
TLV:BKRY,BIKUREY HASHDE
TLV:CAST,CASTRO
TLV:CDEV,COHEN DEV
TLV:CHAM,CHAM
TLV:DLEKG,DELEK GROUP
TLV:DLTI,DELTA BRANDS
TLV:DNA,D.N.A BIOMED
TLV:DRAL,DOR ALON
TLV:ELCO,ELCO
TLV:ELDAV,ELDAV
TLV:ENOG,ENERGEAN
TLV:ESLT,ELBIT SYSTEMS
TLV:FGAS,FIRE AND GAS
TLV:FTAL,FATTAL HOLD
TLV:GIX,GIX
TLV:GLEX,GLOB EXPLOR PU
TLV:GVYM,GAV YAM
TLV:HAMAT,HAMAT
TLV:HIVE,HIVE 2040 PU
TLV:HOD,HOD
TLV:HUB,HUB
TLV:IBI,IBI INV HOUSE
TLV:ICL,ICL
TLV:ILCO,ISRAEL CORP
TLV:IMED,IMED PU
TLV:ISHI,ISRAEL SHIPYARD
TLV:ISTA,ISSTA
TLV:KEN,KENON
TLV:KNFM,KNAFAIM
TLV:LBTL,LIBENTAL
TLV:LODZ,LODZIA
TLV:LUDN,LUDAN
TLV:MCMN,MICHMAN
TLV:MDPR,MEDIPOWER 0.1$
TLV:MNIN,MENDELSON    IF
TLV:MNRA,MENARA PU
TLV:NFTA,NAPHTHA
TLV:NTML,NETO MALINDA
TLV:NTO,NETO
TLV:NVLG,NOVOLOG
TLV:NWMD,NEWMED ENERG PU
TLV:OPCE,OPC ENERGY
TLV:ORL,BAZAN
TLV:PFLT,PENNANTPARK $
TLV:RMLI,RAMI LEVI
TLV:RMON,RIMON
TLV:RSEL,RSL
TLV:SAE,SHUFERSAL
TLV:SCOP,SCOPE
TLV:SNCM,SUNY COMMUN
TLV:STEC,SURE TECH PU
TLV:TMRP,TAMAR PET
TLV:TOEN,TOMER ENERGY
TLV:TSEM,TOWER
TLV:UNTC,UNIC-TECH PU
TLV:VISN,VISION SIGMA
TLV:YBOX,YBOX
TLV:YHNF,YOCHANANOF
TLV:ZNKL,ZANLAKOL
