0.000000,16430.311050,2745.000000,2110.000000,1802.000000,1502.000000,1204.000000,897.000000,598.000000,300.000000
0.000000,16430.311050,2193.000000,1595.000000,1301.000000,1017.000000,745.000000,494.000000,291.000000,136.000000
0.000000,16430.311050,1914.000000,1364.000000,1089.000000,827.000000,574.000000,364.000000,201.000000,86.000000
0.000000,16430.311050,1627.000000,1117.000000,862.000000,629.000000,414.000000,255.000000,137.000000,55.000000
0.000000,16430.311050,1326.000000,865.000000,635.000000,444.000000,288.000000,176.000000,93.000000,35.000000
0.000000,16430.311050,1016.000000,625.000000,438.000000,292.000000,188.000000,115.000000,66.000000,21.000000
0.000000,16430.311050,685.000000,374.000000,249.000000,158.000000,98.000000,64.000000,36.000000,14.000000
0.000000,16430.311050,331.000000,157.000000,108.000000,72.000000,47.000000,31.000000,14.000000,0.000000
0.000000,66.537150,2136.000000,1770.000000,1522.000000,1272.000000,1011.000000,749.000000,507.000000,254.000000
0.000000,66.537150,1798.000000,1443.000000,1196.000000,951.000000,700.000000,467.000000,274.000000,128.000000
0.000000,66.537150,1607.000000,1264.000000,1020.000000,782.000000,542.000000,343.000000,188.000000,80.000000
0.000000,66.537150,1377.000000,1048.000000,818.000000,602.000000,395.000000,245.000000,129.000000,51.000000
0.000000,66.537150,1135.000000,822.000000,608.000000,425.000000,275.000000,169.000000,87.000000,31.000000
0.000000,66.537150,877.000000,595.000000,418.000000,278.000000,178.000000,109.000000,61.000000,18.000000
0.000000,66.537150,600.000000,359.000000,239.000000,151.000000,94.000000,61.000000,33.000000,12.000000
0.000000,66.537150,295.000000,152.000000,104.000000,68.000000,46.000000,30.000000,13.000000,0.000000
0.000000,43.419960,1831.000000,1532.000000,1308.000000,1097.000000,858.000000,628.000000,425.000000,223.000000
0.000000,43.419960,1587.000000,1297.000000,1074.000000,863.000000,630.000000,422.000000,249.000000,115.000000
0.000000,43.419960,1441.000000,1159.000000,939.000000,730.000000,503.000000,318.000000,177.000000,76.000000
0.000000,43.419960,1250.000000,976.000000,763.000000,568.000000,371.000000,230.000000,122.000000,48.000000
0.000000,43.419960,1043.000000,777.000000,577.000000,408.000000,264.000000,163.000000,84.000000,29.000000
0.000000,43.419960,815.000000,569.000000,402.000000,268.000000,171.000000,105.000000,59.000000,16.000000
0.000000,43.419960,563.000000,350.000000,230.000000,145.000000,89.000000,58.000000,31.000000,10.000000
0.000000,43.419960,280.000000,146.000000,98.000000,64.000000,43.000000,27.000000,11.000000,0.000000
0.000000,31.910320,1525.000000,1275.000000,1083.000000,897.000000,698.000000,504.000000,343.000000,179.000000
0.000000,31.910320,1352.000000,1109.000000,918.000000,732.000000,534.000000,354.000000,214.000000,93.000000
0.000000,31.910320,1241.000000,1006.000000,815.000000,630.000000,434.000000,271.000000,154.000000,63.000000
0.000000,31.910320,1098.000000,868.000000,682.000000,504.000000,328.000000,201.000000,111.000000,42.000000
0.000000,31.910320,932.000000,707.000000,531.000000,374.000000,241.000000,147.000000,79.000000,27.000000
0.000000,31.910320,742.000000,532.000000,378.000000,252.000000,160.000000,98.000000,57.000000,15.000000
0.000000,31.910320,513.000000,326.000000,217.000000,135.000000,82.000000,53.000000,29.000000,9.000000
0.000000,31.910320,253.000000,133.000000,88.000000,56.000000,37.000000,22.000000,9.000000,0.000000
0.000000,24.639060,1220.000000,1015.000000,865.000000,721.000000,566.000000,419.000000,283.000000,153.000000
0.000000,24.639060,1097.000000,899.000000,750.000000,606.000000,452.000000,309.000000,191.000000,85.000000
0.000000,24.639060,1008.000000,814.000000,665.000000,522.000000,369.000000,237.000000,138.000000,60.000000
0.000000,24.639060,890.000000,700.000000,554.000000,415.000000,278.000000,172.000000,100.000000,41.000000
0.000000,24.639060,764.000000,577.000000,438.000000,314.000000,207.000000,124.000000,69.000000,26.000000
0.000000,24.639060,629.000000,453.000000,330.000000,224.000000,144.000000,84.000000,50.000000,14.000000
0.000000,24.639060,449.000000,291.000000,199.000000,122.000000,76.000000,47.000000,27.000000,9.000000
0.000000,24.639060,222.000000,116.000000,76.000000,47.000000,32.000000,17.000000,7.000000,0.000000
0.000000,18.742000,914.000000,757.000000,644.000000,542.000000,432.000000,322.000000,219.000000,127.000000
0.000000,18.742000,819.000000,669.000000,556.000000,454.000000,345.000000,238.000000,149.000000,73.000000
0.000000,18.742000,745.000000,598.000000,485.000000,384.000000,276.000000,177.000000,102.000000,48.000000
0.000000,18.742000,665.000000,522.000000,411.000000,313.000000,214.000000,132.000000,78.000000,36.000000
0.000000,18.742000,588.000000,446.000000,340.000000,250.000000,170.000000,102.000000,58.000000,23.000000
