Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,effective_ev_to_ebitda_normalized,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,held_percent_insiders_normalized,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,price_to_book_normalized,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,eqg_factor_effective_normalized,rqg_effective,rqg_factor_effective,rqg_factor_effective_normalized,price_to_earnings_to_growth_ratio,effective_peg_ratio,effective_peg_ratio_normalized,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,ev_to_cfo_ratio_effective_normalized,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,debt_to_equity_effective_used_normalized,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,eff_dist_from_low_factor_normalized,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,effective_current_ratio_normalized,annualized_total_assets,quarterized_total_assets,effective_total_assets,annualized_total_stockholder_equity,quarterized_total_stockholder_equity,effective_total_stockholder_equity,calculated_roa,calculated_roa_normalized,calculated_roe,calculated_roe_normalized,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,altman_z_score_factor_normalized,skip_reason
TLV:XENA,XENIA VENTURE,Financial Services,Israel,5.8568148,-2.946504513390522,39834066.6666667,30590533.3333333,2463533.3333333,72390000.0,62165000.0,161824000.0,62165000.0,161824000.0,72390000.0,39834066.6666667,30590533.3333333,72390000.0,62165000.0,62165000.0,72390000.0,0.6336461,0.6336461,0.00016473978119285661,0.6986061,0.6986061,0.6986061,0.6065826,7.22666446371886e-05,0.6986061,2.442757080679292e-05,0.6502563,0.9753844,9.753844e-06,35270111.6367077,0.0,762428.5714286,0.0,0.85875,0.0,0.0,0.0,0.0,0.5007143,0.004494461361105689,0.0462,0.71661,0.7813358628810676,0.0,1.239,286.6,0.0043231,0.3656835,3.656835e-05,50730000,62165000,1.225409,1,45869221,4391051034,62165000.0,0.3738957,1425.7188003,0.3738957,1425.7188003,0.3738957,1425.7188003,0.3738957,6.3647015,0.0274362285254171,1425.7188003,377.8369172,1.0,1.8684515,1.8684515,4.8745501292737514e-06,-1397200.0,-1361000.0,304.6051277,337025.8725749,337025.8725749,0.01975637448960893,0.0749346,0.0884855,0.0884855,0.2984652,5.799585979121877e-06,USD,ILS,1.0,0.3075952,0.0,0.0,0.0,0.0,286.6,151.6031,335.0,296.29788,-3.273017,89.0462662,-14.4477612,1.472183,10.1805398,0.13280101629289978,14.6978228,12.4256798,0.6504065,0.1626016,0.0826999,0.07577,4.5120618,1.3083078,12.4356798,0.1726016,0.08577,1.3183078,6.8769938,0.01126736039143508,98557200.0,134583600.0,134583600.0,91430866.6666667,123559400.0,123559400.0,0.5619062,0.7270804928358323,0.6031183,0.2254908492600341,2949333.3333333,699600.0,699600.0,7126333.3333333,11024200.0,11024200.0,15.5588694,0.3222750792448842,None
TLV:CDEV,COHEN DEV&IND BLDG,Energy,Israel,6945140.7562915,-2.626833097591777,11127800.0,6299600.0,11512600.0,13864000.0,13093000.0,36113000.0,13093000.0,36113000.0,13864000.0,11127800.0,6299600.0,13864000.0,13093000.0,13093000.0,13864000.0,8.8584342,8.8584342,0.002303078187996924,9.7049995,9.7049995,9.7049995,8.9625927,0.001067779559912798,9.7049995,0.0003393465394392346,9.6369576,10.3463511,0.000103463511,11108421.0979891,9473000.0,10349400.0,9473000.0,0.9443901,1.1653117,2.5,2.498945,2.5,1.9058277,0.017106899001236683,0.4627,0.24634,0.2685899952025819,0.0,1.992,6310.0,0.0003157,7.1363446,0.00071363446,6427430,13093000,2.0370506,10000000,122811867,12425738304,1.3093,-0.2415517,0.3384045,-0.2415517,0.3384045,-0.2415517,0.3384045,-0.2415517,0.2258448,0.000973545977620022,0.3384045,6.0672545,0.01605786577172507,-40.1777302,2488.9410027,0.006493327595854656,8039400.0,9579000.0,15.2762479,12.8209486,12.8209486,7.515608814196762e-07,0.1751469,0.1987538,0.1987538,0.4468181,8.682285197664172e-06,USD,ILS,1.0,0.3075952,83.579,106.373,75.981,113.971,6310.0,5572.0,7400.0,6630.1133,-4.8281724,13.2447954,-14.7297297,0.8074398,0.8084398,0.010545769591866695,7.1680968,6.0558592,1.5495847,0.525,2.0462828,0.5115707,3.7034161,2.6126399,6.0658592,0.535,0.5215707,2.6226399,4.3442496,0.007117677766925962,20658733.3333333,19459733.3333333,19459733.3333333,17731200.0,16253466.6666667,16253466.6666667,0.7728253,1.0,0.9055512,0.33856294716383667,3738666.6666667,5199066.6666667,5199066.6666667,2927533.3333333,3206266.6666667,3206266.6666667,48.2782269,1.0,None
TLV:RMN,RAM-ON INVESTMENTS,Basic Materials,Israel,6.0149078,-2.3541498503731257,932997.76064,18526397.37696,39537774.3493333,936012.1936,30559890.7152,153784373.4064,30559890.7152,153784373.4064,936012.1936,932997.76064,18526397.37696,936012.1936,30559890.7152,30559890.7152,936012.1936,14.4132959,14.4132959,0.0037472703025141275,0.7481127,0.7481127,0.7481127,25.9086976,0.003086693621728651,0.7481127,2.615862637144312e-05,-4385.9938049,1.4352124,1.4352124e-05,-9999.9997195,-10000.0,413066.6666667,-10000.0,34.29149,147.0497125,5.625,78.644208,2.5,111.4069651,1.0,0.22525,0.2072,0.22591478040908894,0.0,6.336,1548.0,0.004093,0.4802474,4.802474e-05,16632800,104349000,6.2736881,308,43859935,7884016845,338795.4545455,0.264,0.006388,5.8813939,0.006388,5.8813939,0.006388,1.6683485,13.1664565,0.05675645737729623,0.006388,1.0492507,0.002776993597596503,0.4484151,0.4484151,1.1698574373877525e-06,6040821.1201067,957543.8576,7.2605917,45.8046232,45.8046232,2.6850558456562377e-06,0.3526728,0.3908282,0.3908282,0.6261625,1.2167191537411739e-05,ILS,ILS,0.3075952,0.3075952,31.3007,361.163,30.0968,84.271,1548.0,650.0,1854.0,1490.9008,-5.5918203,138.1538462,-16.5048544,1.4916944,11.0173989,0.14371750413708673,4.6135278,4.0494831,0.0,0.0,18.3041524,4.4735544,1.7002319,1.527527,4.0594831,0.01,4.4835544,1.537527,2.798505,0.004585108742170601,74005990.18208,75809256.7889067,75809256.7889067,55548986.28224,54520449.45248,54520449.45248,0.5031156,0.6510081903374539,0.6605216,0.24695250755713521,21519533.3333333,25546400.0,25546400.0,17706984.2705067,20505998.0587733,20505998.0587733,15.2951138,0.31681183800890583,None
TLV:IDIN,I.D.I. INSURANCE,Financial Services,Israel,0.0025034,-1.9496676645525155,686186140.5168,62574993.8152533,105304724.56768,667052488.696,74848985.5872,520283746.6112,74848985.5872,520283746.6112,667052488.696,686186140.5168,62574993.8152533,667052488.696,74848985.5872,74848985.5872,667052488.696,0.0722849,0.0722849,1.8793138014338793e-05,2.1441997,2.1441997,2.1441997,0.2404121,2.8642060944676377e-05,2.1441997,7.497442406479722e-05,0.3826484,0.3801778,3.801778e-06,414202355.3054663,419551000.0,350845600.0,419551000.0,0.11221,0.2365531,2.5,0.2486491,2.5,0.2357018,0.0021156828012362755,0.09093,0.49347,0.5380413450215884,0.0,16.569,11740.0,0.0014113,0.6060705,6.0607049999999994e-05,14674900,243336000,16.5817825,1500,156447229,52135879626,162224.0,5.464,-0.0539569,0.0240596,-0.0539569,0.0240596,-0.0539569,4.1040149,20.5083684,0.08840513292034867,-0.0539569,0.2446043,0.0006473806260454,0.5224639,0.5224639,1.3630412516920392e-06,40309325.6426667,61617778.0592,3.8811671,2.538995,2.538995,1.488352679395463e-07,7.2762064,6.3186602,6.3186602,2.5146945,4.886394448657632e-05,ILS,ILS,0.3075952,0.3075952,749.578,272.574,477.004,170.359,11740.0,7686.0,13400.0,11788.794,-3.7899679,52.7452511,-12.3880597,1.4189709,8.1628351,0.10648087610357893,1.1396471,1.1589506,1.1527758,437.2980456,0.821587,0.3112482,0.861513,1219.5140176,1.1689506,437.3080456,0.3212482,1219.5240176,610.3464841,1.0,1779238541.19616,1855368640.2850132,1855368640.2850132,218799130.3226667,254308063.7550934,254308063.7550934,0.1403418,0.181595762975151,0.3943241,0.14742791951877204,-491576733.3333333,2207547000.0,2207547000.0,1560439410.8734934,1601060576.52992,1601060576.52992,4.7386292,0.0981525110649828,None
TLV:BRMG,BRIMAG DIGITAL AGE,Consumer Cyclical,Israel,0.0002249,-1.8276637634162916,150647661.1012267,8760126.73888,50827789.5828267,163713854.0576,16990020.872,214291117.6032,16990020.872,214291117.6032,163713854.0576,150647661.1012267,8760126.73888,163713854.0576,16990020.872,16990020.872,163713854.0576,0.2620711,0.2620711,6.813509255556255e-05,1.9085319,1.9085319,1.9085319,0.1980436,2.359439005317582e-05,1.9085319,6.673402669154051e-05,2.0147486,1.9214817,1.9214817e-05,76333714.0458015,83401000.0,52658333.3333333,83401000.0,0.10378,0.3716865,5.625,1.3425573,12.03125,0.8981975,0.008062310100573775,0.12635,0.67767,0.738878712547429,0.0,5.462,3485.0,0.0015673,0.4393106,4.393106e-05,10111500,55235000,5.4625921,344,139554436,10540633335,160566.8604651,360.511,0.0458304,0.8811927,0.0458304,0.8811927,0.0458304,270.6035482,164.7503186,0.7101868627688,0.0458304,2.3908024,0.006327604030112492,0.0070529,0.0070529,1.8400110790542243e-08,15775101.8573867,21941380.8064,8.8464999,6.3603306,6.3603306,3.7284102923995334e-07,1.1660566,1.0736591,1.0736591,1.0371752,2.0153728970120902e-05,ILS,ILS,0.3075952,0.3075952,395.589,148.346,79.1177,98.8971,3485.0,1356.0,3970.0,2943.1772,18.4094522,157.0058997,-12.2166247,1.6289212,18.6810139,0.24368625633208438,1.8865636,1.9345765,0.2054785,0.1769313,1.1575854,0.801833,1.8011516,1.877262,1.9445765,0.1869313,0.811833,1.887262,1.9159193,0.0031390682995825914,138221778.81952,145532557.9886933,145532557.9886933,64190627.35008,70309721.1954133,70309721.1954133,0.2167438,0.2804563981018737,0.3416454,0.12773267100630847,140049533.3333333,156114466.6666667,156114466.6666667,74031151.46944,75222836.79328,75222836.79328,9.5015677,0.19680854725010624,None
TLV:ASPF,ALTSHULER SHAHM,Financial Services,Israel,15.9684461,-1.7627157402902198,763794533.3333334,105057200.0,87898866.6666667,989782000.0,161561000.0,387235000.0,161561000.0,387235000.0,989782000.0,763794533.3333334,105057200.0,989782000.0,161561000.0,161561000.0,989782000.0,1.0202933,1.0202933,0.0002652630466668028,6.2495532,6.2495532,6.2495532,0.9916855,0.00011814678432970663,6.2495532,0.00021852286045572644,3.6751474,3.6596879,3.6596879000000005e-05,277122562.1024439,279454000.0,185233000.0,279454000.0,0.16323,0.0,0.0,0.0,0.0,0.1032743,0.0009270003891345569,0.03001,0.7176999,0.7825242051550438,0.0,0.819,1699.0,0.000482,3.3000542,0.00033000541999999997,191770000,161560992,0.8424727,951,1009897899,98155249272,169885.3753943,0.918,0.3160708,0.7439338,0.3160708,0.7439338,0.3160708,0.8744835,9.601382,0.041388541271232634,0.3160708,5.8720175,0.015541142838860744,7.1465654,7.1465654,1.8644471796261943e-05,95549200.0,130737000.0,10.5694019,7.7246525,7.7246525,4.5281724642127545e-07,1.574585,1.4798129,1.4798129,1.2174756,2.3657211693969663e-05,USD,ILS,1.0,0.3075952,17.2129,0.0,0.0,0.0,-0.194405,1630.0,2349.0,1980.258,-14.2030988,4.2331288,-27.6713495,0.1919332,0.1929332,0.0025167354128551502,1.6358858,1.6785665,0.0230655,0.0043621,16.0586372,6.2586901,0.8929682,9.8434137,1.6885665,0.0143621,6.2686901,9.8534137,5.7709901,0.009455268851937013,630149266.6666666,713311733.3333334,713311733.3333334,245165466.6666667,288280133.3333333,288280133.3333333,0.3264942,0.4224683120493079,0.6604306,0.2469184849329126,-44909200.0,137601333.3333333,137601333.3333333,384983800.0,425031600.0,425031600.0,11.9257267,0.2470208097058345,None
TLV:GLRS,GLOBRANDS GROUP,Consumer Defensive,Israel,0.4830825,-1.755721158880628,495437466.6666667,69362333.3333333,40491200.0,537167000.0,76178000.0,208616000.0,76178000.0,208616000.0,537167000.0,495437466.6666667,69362333.3333333,537167000.0,76178000.0,76178000.0,537167000.0,0.3851092,0.3851092,0.00010012340538883779,2.1567871,2.1567871,2.1567871,0.0029563,3.5220575324930303e-07,2.1567871,7.541455707361782e-05,1.9086282,1.8857276,1.8857276e-05,111064784.6897663,113730000.0,103019600.0,113730000.0,0.14181,0.0,0.0,0.0,0.0,0.0910343,0.0008171329316644315,0.04992,0.69952,0.762702254786515,0.0,62.609,43320.0,0.0014453,2.3491988,0.00023491988,1176000,76178000,64.7772109,199,206894476,158800328,382804.0201005,0.271,0.0667107,0.0502436,0.0667107,0.0502436,0.0667107,0.2158109,4.8955451,0.021103156859765677,0.0667107,2.832841,0.007497523060989023,9.993875,9.993875,2.6072737062319097e-05,69500533.3333333,61222000.0,2.9768761,3.3794139,3.3794139,1.9810041897881922e-07,4.1109098,3.4740049,3.4740049,1.8648683,3.6236934977976826e-05,USD,ILS,1.0,0.3075952,0.0,0.0,0.0,0.0,43320.0,42820.0,44180.0,43320.0,0.0,0.1666353,-0.5433842,0.1362567,0.1372567,0.001790458031803938,1.2449222,1.2985627,1.4256588,0.8981938,2.3017417,2.6429748,1.1413942,1.2021448,1.3085627,0.9081938,2.6529748,1.2121448,1.2603537,0.0020649806836496856,254928933.3333333,296593800.0,296593800.0,49821866.6666667,67779666.6666667,67779666.6666667,0.3568429,0.46173811856314745,1.2239064,0.4575879948441143,26207000.0,41033400.0,41033400.0,205107066.6666667,228814133.3333333,228814133.3333333,2.1480253,0.044492630279261564,None
TLV:WLFD,WILLY FOOD INVSTM.,Consumer Defensive,Israel,0.0002947,-1.6566295497668917,127221456.7453867,8463133.3201067,49082699.4814933,135864799.84,12826412.2448,217618682.4768,12826412.2448,217618682.4768,135864799.84,127221456.7453867,8463133.3201067,135864799.84,12826412.2448,12826412.2448,135864799.84,0.2494597,0.2494597,6.485629185508386e-05,3.5462543,3.5462543,3.5462543,0.3345382,3.9855995237853396e-05,3.5462543,0.00012399888579865516,1.9501536,1.9339261,1.9339261e-05,57447938.170347,58404000.0,53583866.6666667,58404000.0,0.09441,1.0557683,15.46875,0.237126,2.5,0.6945336,0.0062342026764357125,0.15652,0.63369,0.6909263378254612,0.0,3.159,3660.0,0.0008631,0.4134722,4.1347220000000004e-05,13190300,41699000,3.1613383,181,110167834,14776587880,230381.2154696,12.405,0.1448205,0.3119792,0.1448205,0.3119792,0.1448205,9.3817448,30.879634,0.13311240051167203,0.1448205,4.0555292,0.010733544064603117,0.3779952,0.3779952,9.86140957378266e-07,11471598.9332267,18299146.0432,9.6035291,6.0203812,6.0203812,3.5291327828538746e-07,0.128163,0.1374306,0.1374306,0.3717163,7.2229547756021855e-06,ILS,ILS,0.3075952,0.3075952,30.0551,60.1101,37.5688,105.219,3660.0,3195.0,4150.0,3643.3972,0.4556956,14.5539906,-11.8072289,0.973822,0.974822,0.012716157968821765,14.2612156,13.290927,0.8586403,1.3369176,1.3621106,1.3059399,14.1139177,13.5174381,13.300927,1.3469176,1.3159399,13.5274381,13.4141825,0.021977979474691628,175446027.13792,195604893.76032,195604893.76032,98286406.9146667,107281105.7530667,107281105.7530667,0.1655731,0.21424389186016554,0.2195589,0.08208758186179875,483274066.6666667,535994600.0,535994600.0,12688732.63328,14764097.9540267,14764097.9540267,24.6377179,0.5103277291237884,None
TLV:MRHL,MERCHAVIA HOLD,Healthcare,Israel,86137.5057445,-1.6509621413994204,6673400.0,2891266.6666667,-7113400.0,7426000.0,2988000.0,-23200000.0,2988000.0,-23200000.0,7426000.0,6673400.0,2891266.6666667,7426000.0,2988000.0,2988000.0,7426000.0,2.0002916,2.0002916,0.0005200499150959961,4.9143695,4.9143695,4.9143695,1.9357869,0.0002306245249956477,4.9143695,0.00017183661713230606,3.3260269,3.3260412,3.3260412000000004e-05,4466038.3797281,4466000.0,4006133.3333333,4466000.0,0.40237,0.0,0.0,0.0,0.0,0.2399257,0.002153596947772882,0.06782,0.66142,0.7211609751842645,0.0,0.043,72.0,0.0005972,0.4201151,4.201151e-05,68026200,2988000,0.0439243,1,14854291,1437515348,2988000.0,-0.157,0.3238612,1.1457228,0.3238612,1.1457228,0.3238612,0.1686807,4.3570756,0.01878198401985055,0.3238612,5.9408802,0.015723397925288807,29.1341542,29.1341542,7.600726865101472e-05,-2214800.0,-2212000.0,1491.0169298,67153.2162238,67153.2162238,0.0039365051643156295,0.0330906,0.031343,0.031343,0.1780396,3.4595522958404106e-06,USD,ILS,1.0,0.3075952,0.0,0.0,0.0,0.0,72.0,48.4,113.9,80.73333,-10.8175025,48.7603306,-36.786655,0.7206107,0.7216107,0.009413119167593728,31.7330232,33.1090684,1.1015682,0.7736239,14.0516388,13.5555556,9.1779586,8.2800299,33.1190684,0.7836239,13.5655556,8.2900299,20.7045492,0.03392261566072647,33325733.3333333,37086400.0,37086400.0,32272266.6666667,35953600.0,35953600.0,0.1805686,0.2336473715340323,0.1831071,0.06845916544820807,7714200.0,7797200.0,7797200.0,1053466.6666667,1132800.0,1132800.0,27.5929334,0.571539908811357,None
TLV:SPRG,SPRING VENTURES,Financial Services,Israel,461661.6781059,-1.586496859226354,4284739.61696,1389263.9739733,1259192.2170667,5788941.664,2617635.152,7122059.2608,2617635.152,7122059.2608,5788941.664,4284739.61696,1389263.9739733,5788941.664,2617635.152,2617635.152,5788941.664,1.0938085,1.0938085,0.0002843760467505232,4.8484315,4.8484315,4.8484315,2.1908311,0.00026100981558620543,4.8484315,0.00016953101865004502,1.4641532,1.4536931,1.4536931e-05,14263204.2016807,14467000.0,9508200.0,14467000.0,0.45218,0.2963019,1.0,1.1299374,2.5,0.8272016,0.007425043840459128,0.01,0.77556,0.8456103624231324,0.0,1.01,1606.0,0.0006289,0.5579894,5.5798939999999995e-05,8419880,8510000,1.0107032,5,20585127,4123144099,1702000.0,-0.131,1.1409514,1.2863332,1.1409514,1.2863332,1.1409514,0.2233333,4.9758154,0.021449176904005586,1.1409514,10.9315327,0.028931880931617974,21.709397,21.709397,5.6637030157221196e-05,-1053185.4584533,-1056589.512,511.6244616,194826.154294,194826.154294,0.01142066166966807,0.0831781,0.0994673,0.0994673,0.3163844,6.147780479107405e-06,ILS,ILS,0.3075952,0.3075952,0.0,0.0,0.0,0.0,1606.0,728.8,1735.0,1097.9674,46.2702809,120.3622393,-7.4351585,1.7435897,28.0973806,0.3665189441966924,16.5607022,11.2699107,2.5812438,3.4666667,10.3833095,8.2125533,24.0584187,18.2708695,11.2799107,3.4766667,8.2225533,18.2808695,14.7803901,0.024216392631137628,23266418.9026133,24660276.29824,24660276.29824,21442051.2650667,22422090.58496,22422090.58496,0.2061478,0.2667456668408759,0.2167436,0.08103501159834998,36352800.0,29103000.0,29103000.0,1824367.6375467,2238185.71328,2238185.71328,33.3057471,0.689870967485759,None
